样点地价,级别,功能分,等级,面积_1,折现年份,设定功能分,贴现系数,等级_1,级别价,距车站距离,级别价评估,区片价评估,测算容积率,用途_E,乡镇名称_E,名称_E,规划用途_E,开发程度_E,规划用途_1_E,开发程度_1_E,分类_E,主要区域_E,DLBM_E,DLMC_E,ZLDWMC_E,BZ_E,用途_1_E,区片_E,容积率_1_E,商服评价_E,市场评价_E,车站评价_E,银行评价_E,文娱评价_E,评估用途_E
250.00,2.18,51.72,2.01,241198.92,8.25,54.30,0.61,2.00,240.00,0.00,240.00,0.00,1.20,4.00,6.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,36.00,2.00,2.00,14.00,7.00,2.00,2.00,2.00,2.00,2.00,7.00
201.00,2.18,51.72,2.01,254366.81,8.25,54.40,0.61,2.00,210.00,0.00,210.00,0.00,1.20,4.00,6.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,36.00,2.00,2.00,12.00,7.00,2.00,2.00,2.00,2.00,2.00,7.00
276.00,2.18,50.72,2.08,236176.88,8.11,55.20,0.61,2.00,260.00,0.00,720.00,0.00,3.50,4.00,6.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,36.00,2.00,2.00,17.00,28.00,7.00,2.00,2.00,9.00,2.00,15.00
255.00,2.18,52.22,2.01,231484.65,8.32,54.30,0.61,2.00,250.00,0.00,250.00,0.00,1.00,4.00,10.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,40.00,2.00,2.00,14.00,5.00,2.00,2.00,2.00,2.00,2.00,7.00
280.00,2.18,51.22,2.02,234662.68,8.11,54.10,0.61,2.00,280.00,0.00,1050.00,0.00,1.00,4.00,10.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,40.00,2.00,2.00,17.00,5.00,8.00,2.00,2.00,9.00,2.00,13.00
280.00,2.18,52.22,2.03,227254.92,8.32,55.40,0.61,2.00,280.00,0.00,280.00,0.00,2.00,4.00,10.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,40.00,2.00,2.00,17.00,16.00,2.00,2.00,2.00,2.00,2.00,7.00
316.00,2.17,53.80,2.01,223461.88,8.08,54.30,0.62,2.00,310.00,0.00,310.00,0.00,1.20,4.00,13.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,55.00,2.00,2.00,14.00,6.00,2.00,2.00,2.00,2.00,2.00,7.00
249.00,2.17,51.22,2.02,236171.36,8.22,55.10,0.62,2.00,475.00,0.00,475.00,0.00,0.00,4.00,13.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,12.00,12.00,52.00,2.00,4.00,12.00,21.00,6.00,2.00,2.00,7.00,2.00,13.00
249.00,2.18,52.22,2.01,275218.88,8.25,55.50,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,13.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,43.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
310.00,2.17,53.80,2.01,225249.08,8.01,54.80,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,13.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,52.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
230.00,2.18,51.72,2.05,233116.02,8.39,54.30,0.61,2.00,230.00,0.00,230.00,0.00,2.00,4.00,2.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,27.00,2.00,2.00,14.00,8.00,2.00,2.00,2.00,2.00,2.00,7.00
239.00,2.18,51.72,2.01,233645.00,8.39,54.30,0.61,2.00,230.00,0.00,230.00,0.00,1.50,4.00,2.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,27.00,2.00,2.00,14.00,4.00,2.00,2.00,2.00,2.00,2.00,7.00
263.00,2.17,52.72,2.10,223436.23,8.08,55.00,0.62,2.00,630.00,0.00,630.00,0.00,2.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,59.00,2.00,5.00,14.00,31.00,7.00,2.00,2.00,9.00,2.00,15.00
291.00,2.18,55.08,2.01,220199.77,8.18,55.60,0.61,2.00,280.00,0.00,280.00,0.00,1.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,59.00,2.00,2.00,14.00,19.00,2.00,2.00,2.00,2.00,2.00,7.00
329.00,2.17,56.80,2.01,221621.46,8.08,55.60,0.62,2.00,1000.00,0.00,310.00,0.00,1.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,59.00,2.00,5.00,17.00,19.00,2.00,2.00,2.00,2.00,2.00,7.00
291.00,2.18,55.08,2.01,219005.32,8.18,55.60,0.61,2.00,280.00,0.00,280.00,0.00,1.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,59.00,2.00,2.00,14.00,19.00,2.00,2.00,2.00,2.00,2.00,7.00
265.00,2.18,54.22,2.01,255472.79,8.04,55.00,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,57.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
271.00,2.17,54.22,2.01,263296.19,8.01,55.50,0.62,2.00,260.00,0.00,260.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,57.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
271.00,2.17,54.22,2.01,245187.35,8.08,55.70,0.62,2.00,260.00,0.00,260.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,57.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
260.00,2.18,51.72,2.01,226406.78,8.18,55.40,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,30.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
272.00,2.18,51.72,2.01,226726.17,8.11,55.40,0.61,2.00,290.00,0.00,290.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,30.00,2.00,2.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
240.00,2.18,51.72,2.01,248234.79,8.25,55.50,0.61,2.00,240.00,0.00,240.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,30.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
225.00,2.18,51.72,2.01,260684.76,8.18,54.70,0.61,2.00,240.00,0.00,240.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,34.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
230.00,2.46,51.72,2.01,267204.13,8.25,55.00,0.61,2.00,240.00,0.00,240.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,34.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
230.00,2.50,51.72,2.01,284299.63,8.18,55.00,0.61,2.00,240.00,0.00,240.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,8.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
291.00,2.18,55.08,2.01,217956.59,8.08,54.60,0.61,2.00,285.00,0.00,285.00,0.00,0.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,60.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
275.00,2.18,54.22,2.01,235612.93,8.01,54.70,0.61,2.00,270.00,0.00,270.00,0.00,0.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,60.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
297.00,2.17,56.44,2.05,257030.64,7.94,60.50,0.62,2.00,285.00,0.00,285.00,0.00,1.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,51.00,2.00,2.00,14.00,10.00,2.00,2.00,2.00,2.00,2.00,7.00
259.00,2.18,54.22,2.01,256703.33,8.25,55.40,0.61,2.00,270.00,0.00,270.00,0.00,0.50,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,51.00,2.00,2.00,12.00,9.00,2.00,2.00,2.00,2.00,2.00,7.00
291.00,2.18,55.08,2.01,232218.95,8.04,54.50,0.61,2.00,285.00,0.00,285.00,0.00,1.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,51.00,2.00,2.00,14.00,10.00,2.00,2.00,2.00,2.00,2.00,7.00
254.00,2.18,54.22,2.01,234705.25,8.32,55.40,0.61,2.00,270.00,0.00,270.00,0.00,0.50,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,51.00,2.00,2.00,12.00,9.00,2.00,2.00,2.00,2.00,2.00,7.00
259.00,2.18,53.08,2.06,239172.55,8.25,54.50,0.61,2.00,270.00,0.00,320.00,0.00,2.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,51.00,2.00,2.00,12.00,18.00,8.00,2.00,2.00,9.00,2.00,15.00
316.00,2.17,53.80,2.01,224153.29,7.94,54.60,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,53.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
329.00,2.17,53.80,2.01,219632.97,8.01,54.60,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,53.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
329.00,2.17,53.80,2.01,247982.14,7.94,54.60,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,53.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
310.00,2.17,53.80,2.01,219249.70,8.01,54.70,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,53.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
335.00,2.17,53.30,2.01,230115.22,8.01,55.20,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,33.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
297.00,2.17,52.94,2.01,228715.27,8.01,54.60,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,33.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
310.00,2.16,53.30,2.01,255532.05,8.01,55.50,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,33.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
310.00,2.17,53.30,2.01,226051.16,8.08,55.40,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,33.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
276.00,2.17,51.72,2.01,239381.30,7.94,54.60,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,33.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
276.00,2.49,51.72,2.01,251505.72,8.18,54.70,0.61,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,31.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
335.00,2.16,53.30,2.01,251350.24,7.94,55.10,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,31.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
329.00,2.17,53.30,2.01,231164.09,7.94,54.60,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,31.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
335.00,2.49,53.30,2.01,249555.23,8.11,54.80,0.61,2.00,310.00,0.00,310.00,0.00,0.00,4.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,28.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
281.00,2.51,50.00,1.00,162409.29,0.00,60.00,1.00,1.00,270.00,0.00,270.00,0.00,2.00,4.00,9.00,1.00,17.00,4.00,17.00,4.00,2.00,2.00,9.00,9.00,37.00,2.00,2.00,14.00,18.00,1.00,2.00,2.00,2.00,2.00,8.00
239.00,2.18,51.72,2.01,250026.48,8.25,55.00,0.61,2.00,230.00,0.00,230.00,0.00,0.00,4.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,29.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
239.00,2.18,51.72,2.01,250640.97,8.25,55.00,0.61,2.00,230.00,0.00,230.00,0.00,0.00,4.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,29.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
235.00,2.18,51.72,2.01,243173.73,8.25,55.10,0.61,2.00,230.00,0.00,230.00,0.00,0.00,4.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,29.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
291.00,2.18,52.58,2.01,233525.48,8.11,55.10,0.61,2.00,280.00,0.00,280.00,0.00,0.00,4.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,29.00,2.00,2.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
286.00,2.18,52.08,1.99,238877.63,8.11,55.50,0.61,2.00,280.00,0.00,280.00,0.00,0.00,4.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,32.00,2.00,2.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
245.00,2.18,51.72,2.05,229311.98,8.32,55.40,0.61,2.00,240.00,0.00,240.00,0.00,2.00,4.00,6.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,36.00,2.00,2.00,14.00,16.00,2.00,2.00,2.00,2.00,2.00,8.00
245.00,2.18,51.72,2.05,229168.20,8.32,55.40,0.61,2.00,240.00,0.00,240.00,0.00,2.00,4.00,6.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,36.00,2.00,2.00,14.00,16.00,2.00,2.00,2.00,2.00,2.00,8.00
260.00,2.18,52.22,2.05,238681.78,8.11,55.40,0.61,2.00,250.00,0.00,250.00,0.00,2.00,4.00,10.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,40.00,2.00,2.00,14.00,16.00,2.00,2.00,2.00,2.00,2.00,8.00
260.00,2.18,52.22,2.01,270709.06,8.04,53.70,0.61,2.00,260.00,0.00,260.00,0.00,1.20,4.00,13.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,55.00,2.00,2.00,12.00,6.00,2.00,2.00,2.00,2.00,2.00,7.00
316.00,2.17,51.58,2.06,222901.97,8.08,55.30,0.62,2.00,310.00,0.00,870.00,0.00,3.00,4.00,13.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,55.00,2.00,2.00,14.00,23.00,7.00,2.00,2.00,6.00,2.00,13.00
265.00,2.18,52.22,2.05,251841.67,8.11,55.50,0.61,2.00,260.00,0.00,260.00,0.00,2.40,4.00,13.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,55.00,2.00,2.00,12.00,20.00,2.00,2.00,2.00,2.00,2.00,8.00
230.00,2.18,51.72,2.05,243182.58,8.32,54.30,0.61,2.00,230.00,0.00,230.00,0.00,2.00,4.00,2.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,27.00,2.00,2.00,14.00,8.00,2.00,2.00,2.00,2.00,2.00,8.00
230.00,2.18,51.72,2.05,236425.78,8.39,54.30,0.61,2.00,230.00,0.00,230.00,0.00,2.00,4.00,2.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,27.00,2.00,2.00,14.00,8.00,2.00,2.00,2.00,2.00,2.00,8.00
243.00,2.17,54.22,2.03,308161.70,8.15,55.40,0.61,2.00,0.00,0.00,0.00,0.00,1.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,49.00,2.00,2.00,9.00,19.00,2.00,2.00,2.00,2.00,2.00,7.00
329.00,2.17,56.80,2.11,227112.57,8.01,55.10,0.62,2.00,310.00,0.00,310.00,0.00,2.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,59.00,2.00,2.00,17.00,31.00,2.00,2.00,2.00,2.00,2.00,8.00
291.00,2.18,52.72,2.02,222162.21,8.11,54.60,0.61,2.00,280.00,0.00,630.00,0.00,1.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,49.00,2.00,2.00,14.00,19.00,7.00,2.00,2.00,9.00,2.00,15.00
269.00,2.18,52.44,2.00,230192.32,8.11,55.40,0.61,2.00,280.00,0.00,800.00,0.00,1.50,4.00,16.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,49.00,2.00,2.00,14.00,19.00,8.00,2.00,2.00,7.00,2.00,13.00
335.00,2.17,56.80,2.01,223435.81,8.01,54.50,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,57.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
316.00,2.17,56.80,2.01,227813.27,8.01,55.00,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,57.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
316.00,2.17,56.80,2.01,227918.20,8.01,54.70,0.62,2.00,310.00,0.00,310.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,57.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
255.00,2.18,54.22,2.01,239539.27,8.25,55.10,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,57.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
255.00,2.18,54.22,2.01,243310.76,8.25,54.80,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,17.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,57.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
265.00,2.18,51.72,2.01,230443.20,8.18,55.40,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,30.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
265.00,2.18,51.72,2.01,228569.41,8.18,55.30,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,30.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
265.00,2.18,51.72,2.01,232049.56,8.18,55.60,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,30.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
271.00,2.18,51.72,2.01,230659.12,8.18,55.60,0.61,2.00,260.00,0.00,260.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,30.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
230.00,2.18,51.72,2.01,249265.95,8.25,54.70,0.61,2.00,240.00,0.00,240.00,0.00,0.00,4.00,7.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,34.00,2.00,2.00,12.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
291.00,2.18,55.08,2.01,226521.55,8.11,54.70,0.61,2.00,285.00,0.00,285.00,0.00,1.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,51.00,2.00,2.00,14.00,10.00,2.00,2.00,2.00,2.00,2.00,8.00
328.00,2.17,56.80,2.01,224986.86,8.01,54.70,0.62,2.00,315.00,0.00,315.00,0.00,1.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,51.00,2.00,2.00,17.00,10.00,2.00,2.00,2.00,2.00,2.00,8.00
259.00,2.50,53.72,2.01,259284.19,8.18,55.10,0.61,2.00,270.00,0.00,270.00,0.00,0.50,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,24.00,2.00,2.00,12.00,9.00,2.00,2.00,2.00,2.00,2.00,8.00
291.00,2.18,55.08,2.01,228351.14,8.11,55.30,0.61,2.00,285.00,0.00,285.00,0.00,1.00,4.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,51.00,2.00,2.00,14.00,10.00,2.00,2.00,2.00,2.00,2.00,8.00
287.00,2.18,51.58,2.06,223834.98,8.11,54.50,0.61,2.00,295.00,0.00,295.00,0.00,2.00,4.00,12.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,44.00,2.00,2.00,17.00,13.00,8.00,2.00,2.00,6.00,2.00,8.00
319.00,2.18,51.58,2.02,221584.60,8.11,54.50,0.61,2.00,295.00,0.00,295.00,0.00,0.00,4.00,12.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,44.00,2.00,2.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,7.00
276.00,2.18,51.58,2.06,226614.91,8.11,54.50,0.61,2.00,265.00,0.00,265.00,0.00,2.00,4.00,12.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,44.00,2.00,2.00,14.00,13.00,5.00,2.00,2.00,7.00,2.00,8.00
276.00,2.17,51.22,2.04,224757.26,8.01,54.60,0.62,2.00,635.00,0.00,635.00,0.00,2.50,4.00,12.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,12.00,12.00,44.00,2.00,4.00,14.00,15.00,5.00,2.00,2.00,7.00,2.00,13.00
276.00,2.26,51.72,2.02,252960.41,8.25,54.40,0.61,2.00,265.00,0.00,265.00,0.00,0.00,4.00,12.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,45.00,2.00,2.00,14.00,21.00,4.00,2.00,2.00,9.00,2.00,8.00
324.00,2.17,53.80,2.01,237662.41,7.94,54.60,0.62,2.00,305.00,0.00,305.00,0.00,0.00,4.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,46.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
311.00,2.17,53.80,2.01,226049.32,8.01,54.70,0.62,2.00,305.00,0.00,305.00,0.00,0.00,4.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,46.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
255.00,2.17,51.72,2.01,236511.87,8.15,55.40,0.62,2.00,250.00,0.00,250.00,0.00,0.00,4.00,3.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,35.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
421.00,1.00,100.00,1.00,374327.07,0.00,60.00,1.00,1.00,350.00,0.00,350.00,0.00,0.00,3.00,18.00,7.00,15.00,14.00,15.00,14.00,3.00,4.00,4.00,4.00,65.00,4.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,5.00
350.00,2.00,86.00,1.00,103249.63,0.00,70.00,1.00,1.00,350.00,0.00,660.00,0.00,0.00,3.00,18.00,3.00,7.00,14.00,7.00,14.00,3.00,4.00,11.00,11.00,65.00,4.00,2.00,14.00,21.00,7.00,2.00,2.00,2.00,2.00,12.00
447.00,2.18,56.30,2.02,302492.86,8.53,54.60,0.61,2.00,0.00,0.00,0.00,0.00,1.17,3.00,18.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,8.00,8.00,38.00,1.00,3.00,13.00,12.00,3.00,1.00,1.00,1.00,1.00,9.00
439.00,2.18,56.30,2.02,302492.86,8.53,54.60,0.61,2.00,0.00,0.00,0.00,0.00,1.17,3.00,18.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,8.00,8.00,38.00,1.00,3.00,13.00,12.00,3.00,1.00,1.00,1.00,1.00,9.00
407.00,1.00,59.08,5.00,42277.73,0.00,90.00,1.00,5.00,350.00,0.00,350.00,0.00,0.00,3.00,18.00,2.00,2.00,14.00,2.00,14.00,1.00,1.00,6.00,6.00,42.00,4.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,6.00
244.00,2.17,52.22,2.01,221076.52,8.15,54.70,0.62,2.00,310.00,0.00,310.00,0.00,0.00,3.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,53.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
198.00,2.50,51.72,2.01,250749.18,8.25,54.70,0.61,2.00,190.00,0.00,190.00,0.00,0.00,3.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,6.00,6.00,31.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,6.00
350.00,1.00,100.00,1.00,230175.15,7.98,54.70,0.62,0.28,350.00,0.00,350.00,0.00,1.50,3.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,6.00,6.00,65.00,4.00,2.00,14.00,30.00,2.00,2.00,2.00,2.00,2.00,6.00
202.00,2.18,54.22,2.01,221039.98,8.32,55.30,0.61,2.00,190.00,0.00,190.00,0.00,1.00,3.00,14.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,6.00,6.00,51.00,2.00,2.00,14.00,10.00,2.00,2.00,2.00,2.00,2.00,6.00
