OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,样点编号,用途,乡镇名称,样点地价,最近路距,Id,面积,评价,作用分,级别,区域,名称,功能分,规划用途,开发程度,等级,Id_1,规划用途_1,面积_1,开发程度_1,折现年份,设定功能分,贴现系数,折现分数,等级_1,分类,主要区域,作用半径,OBJECTID_1,服务半径,ET_ID,容积率,用地类型,ET_Gaps,Id_12,道路名称,道路类型,长度,交通量预测,住宅道路类,商业道路类,工业道路类,住宅功能分,商业功能分,工业功能分,等级_12,作用半径_1,功能分_1,按城镇类型,按商业分,按住宅分,按工业分,商业指数,住宅指数,工业指数,道路服务水,道路长度,道路宽度,人行道宽,Id_12_13,作用分_1,作用半径_12,名称_1,级别_1,站点名称,功能分_12,作用分值,医院名称,等级_12_13,序号,医院名称_1,位置,所在区域（,占地面积（,建筑面积（,开办性质,等级_12_13_14,医院类型,医护人员数,有职称人员,科室数,病床数,年均门诊人,年均住院数,学校名称,办学类型_1,城乡类型,坐落,班级数_1,学生人数_1,教职工数,占地面积_1,教室（间_1,银行名称,窗口数,POINT_X,POINT_Y,TBBH,DLBM,DLMC,QSXZ,ZLDWDM,ZLDWMC,TBMJ,TBDLMJ,XZDWKD,CZCSXM,SJNF,BZ,SHAPE_Leng,xzdm,RuleID,分类_1,用途_1,区片,级别价,控规用途,容积率_1,距商服范围,距市场距离,距车站距离,距银行距离,距学校距离,距医疗距离,距文娱距离,商服评价,市场评价,车站评价,银行评价,学校评价,医疗评价,文娱评价,编号,级别价评估,区片价评估,测算容积率,评估用途,面积_公顷
742,0,742,1,742,0,742,0,742,BH015,住宅用地,百合镇,2039,20.2647539,,,,,,,,,,,,,,,,,,,,,,,,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649873.06,2510670.754,569,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3517.831765,3515.88,0,202,2019, ,251.8111724,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,500,50,850,0,较优, , ,较优,优,一般,切割,B8968,680,0,0,城镇住宅用地,0.35178318
743,0,743,1,743,0,743,0,743,BH016,住宅用地,百合镇,2058,13.15785305,,,,,,,,,,,,,,,,,,,,,,,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649874.63,2510662.97,569,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3517.831765,3515.88,0,202,2019, ,251.8111724,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,500,50,850,0,较优, , ,较优,优,一般,切割,B8968,680,0,0,城镇住宅用地,0.35178318
744,0,744,1,744,0,744,0,744,BH017,住宅用地,百合镇,1372,26.65825104,,,,,,,,,,,,,,,,,,,,,,,,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36650111.25,2510965.194,380,0701,城镇住宅用地,20,4501271012140000000,百联村委会,1229.181299,1228.5,0,202,2019, ,151.9765065,450127101,18,建设用地,住宅用地,二级,680,机关团体新闻出版用地, ,450,0,0,450,550,950,0,较优, , ,较优,较优,一般, ,B4165,680,0,0,城镇住宅用地,0.12291813
745,0,745,1,745,0,745,0,745,BH018,住宅用地,百合镇,2331,12.59824224,,,,,,,,,,,,,,,,,,,,,,,,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649831.49,2511182.983,331,0701,城镇住宅用地,20,4501271012140000000,百联村委会,5848.29455,5845.05,0,202,2019, ,347.4228629,450127101,18,建设用地,住宅用地,一级,1090,城镇住宅用地, ,150,0,0,150,350,600,0,较优, , ,较优,一般,较优,切割,B8970,1090,0,0,城镇住宅用地,0.58482945
746,0,746,1,746,0,746,0,746,BH019,住宅用地,百合镇,2620,9.792267184,,,,,,,,,,,,,,,,,,,,,,,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649765.61,2511190.025,318,0701,城镇住宅用地,20,4501271012140000000,百联村委会,5515.993438,5512.94,0,202,2019, ,310.0586991,450127101,18,建设用地,住宅用地,一级,1090,商业服务业设施用地, ,100,0,0,50,300,550,0,较优, , , 优,较优,较优, ,B4289,1090,0,0,城镇住宅用地,0.55159934
747,0,747,1,747,0,747,0,747,LT001,住宅用地,莲塘镇,1859,17.20028457,,,,,,,,,,,,,,,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36618946.22,2513028.809,134,0701,城镇住宅用地,20,4501271052050000000,六莲村委会,28676.83744,28666.81,0,202,2019, ,1383.523759,450127105,18,建设用地,住宅用地,二级,505, , ,900,0,0,300,900,600,0,劣, , ,优,劣,较劣, ,B2922,505,0,0,城镇住宅用地,2.68795179
748,0,748,1,748,0,748,0,748,LT002,住宅用地,莲塘镇,1776,93.27625761,,,,,,,,,,,,,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36618929.75,2513105.169,134,0701,城镇住宅用地,20,4501271052050000000,六莲村委会,28676.83744,28666.81,0,202,2019, ,1383.523759,450127105,18,建设用地,住宅用地,二级,505, , ,900,0,0,300,900,600,0,劣, , ,优,劣,较劣, ,B2922,505,0,0,城镇住宅用地,2.68795179
749,0,749,1,749,0,749,0,749,LJ001,住宅用地,六景镇,2137,6.843725233,,,,,,,,,,,,,,,,,,,,,,,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36590368.99,2531238.305,343,0701,城镇住宅用地,20,4501271080010000000,六景社区居委会,27178.30715,27172.82,0,202,2019, ,1579.80267,450127108,18,建设用地,住宅用地,一级,1050,城镇住宅用地, ,50,0,0,50,100,100,0,优, , ,优,优,优, ,B5638,1050,0,0,城镇住宅用地,2.61586045
750,0,750,1,750,0,750,0,750,LJ002,住宅用地,六景镇,1626,13.15179321,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36600980.92,2522413.937,302,0701,城镇住宅用地,20,4501271080020000000,良圻社区居委会,28912.0745,28904.81,0,202,2019, ,1232.208416,450127108,18,建设用地,住宅用地,二级,655, , ,4800,0,0,200,100,5000,0,较劣, , ,优,优,较劣, ,B3269,655,0,0,城镇住宅用地,2.89120745
751,0,751,1,751,0,751,0,751,LJ003,住宅用地,六景镇,1795,41.21495501,,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36589959.57,2531456.439,162,0701,城镇住宅用地,20,4501271080010000000,六景社区居委会,65124.04167,65111.09,0,202,2019, ,2292.614266,450127108,18,建设用地,住宅用地,二级,655,城镇住宅用地, ,400,0,0,900,50,450,0,优, , ,较优,优, 优, ,B5690,655,0,0,城镇住宅用地,3.15174603
752,0,752,1,752,0,752,0,752,LJ004,住宅用地,六景镇,2168,10.85551868,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36590366.47,2531268.65,343,0701,城镇住宅用地,20,4501271080010000000,六景社区居委会,27178.30715,27172.82,0,202,2019, ,1579.80267,450127108,18,建设用地,住宅用地,一级,1050,城镇住宅用地, ,50,0,0,50,100,100,0,优, , ,优,优,优, ,B5638,1050,0,0,城镇住宅用地,2.61586045
753,0,753,1,753,0,753,0,753,LJ005,住宅用地,六景镇,2155,0,,,,,,,,,,,,,,,,,,,,,,,,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36590314.84,2531444.792,322,1004,城镇村道路用地,10,4501271080010000000,六景社区居委会,8815.542946,8813.77,13.5,202,2019, ,1333.012196,450127108,28,不核价值类,交通运输用地,一级,0, , ,0,0,0,0,0,0,0, , , , , , , ,B1551,0,0,0,城镇村道路用地,0.78460243
754,0,754,1,754,0,754,0,754,LJ006,住宅用地,六景镇,1741,66.07134335,,,,,,,,,,,,,,,,,,,,,,,,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36590466.88,2531076.221,343,0701,城镇住宅用地,20,4501271080010000000,六景社区居委会,27178.30715,27172.82,0,202,2019, ,1579.80267,450127108,18,建设用地,住宅用地,一级,1050,城镇住宅用地, ,50,0,0,50,100,100,0,优, , ,优,优,优, ,B5638,1050,0,0,城镇住宅用地,2.61586045
755,0,755,1,755,0,755,0,755,LC001,住宅用地,峦城镇,1618,11.40316403,,,,,,,,,,,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594475.33,2522581.517,389,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,7472.448821,7470.81,0,202,2019, ,597.2471821,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,750,0,0,900,100,1000,0,一般, , ,一般,优,一般, ,B7081,640,0,0,城镇住宅用地,0.74724488
756,0,756,1,756,0,756,0,756,LC002,住宅用地,峦城镇,1594,3.07899947,,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594155.15,2522664.511,293,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,4213.391888,4212.47,0,202,2019, ,260.0345979,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,100,0,0,300,300,300,0,优, , ,优,优,优, ,B3350,640,0,0,城镇住宅用地,0.42133919
757,0,757,2,757,0,757,0,757,LC003,住宅用地,峦城镇,1583,14.99927252,,,,,,,,,,,,,,,,,,,,,,,,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593950.77,2523074.295,60,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,6733.514658,6732.05,0,202,2019, ,346.1944543,450127107,18,建设用地,住宅用地,二级,640, , ,300,0,0,150,100,300,0,较优, , , 优, 优, 优, ,B3512,640,0,0,城镇住宅用地,0.64244502
758,0,758,1,758,0,758,0,758,LC004,住宅用地,峦城镇,1706,7.622654933,,,,,,,,,,,,,,,,,,,,,,,,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593774.66,2522862.135,115,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,21158.23054,21153.64,0,202,2019, ,781.3081293,450127107,18,建设用地,住宅用地,一级,1020,城镇住宅用地, ,150,0,0,50,150,50,0,较优, , ,优,优,优, ,B8501,1020,0,0,城镇住宅用地,0.6288824
759,0,759,1,759,0,759,0,759,LC005,住宅用地,峦城镇,1588,5.950550421,,,,,,,,,,,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593622.14,2522586.152,240,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,11934.64775,11932.06,0,202,2019, ,621.8984758,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,300,0,0,200,500,300,0,较优, , ,优,较优,优, ,B3356,640,0,0,城镇住宅用地,0.97321657
760,0,760,1,760,0,760,0,760,LC006,住宅用地,峦城镇,1590,11.38260601,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594825.61,2522725.23,325,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,25044.66514,25039.12,0,202,2019, ,645.6873541,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,850,0,0,1000,300,1100,0,较劣, , ,较劣,优,一般, ,B3397,640,0,0,城镇住宅用地,2.50446651
761,0,761,1,761,0,761,0,761,LC007,住宅用地,峦城镇,1824,7.391483006,,,,,,,,,,,,,,,,,,,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593629.25,2522788.347,231,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,17750.88313,17747.06,0,202,2019, ,1179.266251,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,450,0,0,300,600,300,0,较优, , ,优,较优,优, ,B3413,640,0,0,城镇住宅用地,1.6717685
762,0,762,1,762,0,762,0,762,LC008,住宅用地,峦城镇,1829,13.31235919,,,,,,,,,,,,,,,,,,,,,,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593951.14,2522928.359,128,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,3470.72534,3469.97,0,202,2019, ,327.5741809,450127107,18,建设用地,住宅用地,一级,1020,城镇住宅用地, ,150,0,0,50,100,100,0,较优, , ,优,优,优, ,B3474,1020,0,0,城镇住宅用地,0.34707253
763,0,763,1,763,0,763,0,763,LC009,住宅用地,峦城镇,1915,20.52099106,,,,,,,,,,,,,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593737.08,2522794.01,118,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,19039.81732,19035.68,0,202,2019, ,781.1898571,450127107,18,建设用地,住宅用地,一级,1020,城镇住宅用地, ,50,0,0,50,200,50,0,优, , ,优,较优,优, ,B3442,1020,0,0,城镇住宅用地,1.75327478
764,0,764,1,764,0,764,0,764,LC010,住宅用地,峦城镇,1616,11.53687995,,,,,,,,,,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594765.57,2522745.411,325,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,25044.66514,25039.12,0,202,2019, ,645.6873541,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,850,0,0,1000,300,1100,0,较劣, , ,较劣,优,一般, ,B3397,640,0,0,城镇住宅用地,2.50446651
765,0,765,1,765,0,765,0,765,LC011,住宅用地,峦城镇,1860,12.2808244,,,,,,,,,,,,,,,,,,,,,,,,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594245.07,2522936.793,159,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,2456.870439,2456.33,0,202,2019, ,205.1537728,450127107,18,建设用地,住宅用地,一级,1020,城镇住宅用地, ,300,0,0,200,500,550,0,一般, , ,较优,劣,优, ,B3469,1020,0,0,城镇住宅用地,0.19623752
766,0,766,2,766,0,766,0,766,LC012,住宅用地,峦城镇,1662,14.77959164,,,,,,,,,,,,,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594488.39,2522821.962,309,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,13950.44222,13947.37,0,202,2019, ,517.9186491,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,650,0,0,700,300,850,0,一般, , ,一般,优,一般, ,B3423,640,0,0,城镇住宅用地,1.11760866
767,0,767,1,767,0,767,0,767,LC013,住宅用地,峦城镇,1723,17.33755668,,,,,,,,,,,,,,,,,,,,,,,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593820.64,2522586.496,253,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,4642.584156,4641.57,0,202,2019, ,387.5491278,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,300,0,0,200,500,300,0,较优, , ,优,较优,优, ,B3330,640,0,0,城镇住宅用地,0.46425842
768,0,768,1,768,0,768,0,768,LC014,住宅用地,峦城镇,1834,13.24470042,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594033.99,2522709.671,284,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,7637.382156,7635.71,0,202,2019, ,463.7998054,450127107,18,建设用地,住宅用地,一级,1020,商业服务业设施用地, ,50,0,0,200,300,300,0,优, , ,较优,一般,优, ,B3370,1460,0,0,城镇住宅用地,0.67179255
769,0,769,1,769,0,769,0,769,LC015,住宅用地,峦城镇,1996,0.240822029,,,,,,,,,,,,,,,,,,,,,,,,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593806.45,2522699.987,251,05H1,商业服务业设施用地,20,4501271070010000000,峦城社区居委会,1774.020532,1773.63,0,202,2019, ,189.4591548,450127107,15,建设用地,商服用地,一级,1460, , ,150,0,0,50,400,150,0,较优, , ,优,较劣,优, ,B3384,1460,0,0,商业服务业设施用地,0.17740205
770,0,770,2,770,0,770,0,770,LC016,住宅用地,峦城镇,1570,15.01552365,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594422.2,2522900.791,174,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,1969.550262,1969.12,0,202,2019, ,188.4746177,450127107,18,建设用地,住宅用地,一级,1020,城镇住宅用地, ,400,0,0,350,350,400,0,较劣, , ,较劣,较劣,优, ,B3457,1020,0,0,城镇住宅用地,0.10178056
771,0,771,1,771,0,771,0,771,LC017,住宅用地,峦城镇,1612,10.37992253,,,,,,,,,,,,,,,,,,,,,,,,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593544.21,2522832.585,92,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,6860.621907,6859.14,0,202,2019, ,526.91959,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,600,0,0,350,600,400,0,一般, , ,较优,较优, 优, ,B3445,640,0,0,城镇住宅用地,0.68606219
772,0,772,1,772,0,772,0,772,LC018,住宅用地,峦城镇,1563,12.02243778,,,,,,,,,,,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593450.68,2522851.634,92,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,6860.621907,6859.14,0,202,2019, ,526.91959,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,600,0,0,350,600,400,0,一般, , ,较优,较优, 优, ,B3445,640,0,0,城镇住宅用地,0.68606219
773,0,773,1,773,0,773,0,773,LC019,住宅用地,峦城镇,1610,7.216518997,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593872.81,2522654.171,265,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,7705.327528,7703.65,0,202,2019, ,404.4255252,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,200,0,0,200,400,200,0,优, , ,优,较优,优, ,B3345,640,0,0,城镇住宅用地,0.77053275
774,0,774,1,774,0,774,0,774,LC020,住宅用地,峦城镇,1792,5.586087881,,,,,,,,,,,,,,,,,,,,,,,,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594010.08,2522763.081,266,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,12585.47604,12582.73,0,202,2019, ,684.5388221,450127107,18,建设用地,住宅用地,一级,1020,商业服务业设施用地, ,50,0,0,50,400,300,0,优, , ,优,较劣,优, ,B8154,1460,0,0,城镇住宅用地,0.49794408
775,0,775,1,775,0,775,0,775,LC021,住宅用地,峦城镇,1562,9.647842712,,,,,,,,,,,,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593391.36,2522835.491,79,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,6908.585632,6907.1,0,202,2019, ,401.751286,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,600,0,0,350,600,400,0,一般, , ,较优,较优, 优, ,B3449,640,0,0,城镇住宅用地,0.69085856
776,0,776,1,776,0,776,0,776,LC022,住宅用地,峦城镇,1997,20.26075587,,,,,,,,,,,,,,,,,,,,,,,,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593985.08,2522788.78,266,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,12585.47604,12582.73,0,202,2019, ,684.5388221,450127107,18,建设用地,住宅用地,一级,1020,城镇住宅用地, ,50,0,0,50,300,200,0,优, , ,优,一般,优, ,B3406,1020,0,0,城镇住宅用地,0.76060352
777,0,777,1,777,0,777,0,777,LC023,住宅用地,峦城镇,1560,23.48012356,,,,,,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594177.12,2522757.605,288,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,11474.73269,11472.23,0,202,2019, ,628.6643588,450127107,18,建设用地,住宅用地,一级,1020,城镇住宅用地, ,50,0,0,150,300,300,0,优, , ,较优,一般,优, ,B3411,1020,0,0,城镇住宅用地,0.54774026
778,0,778,1,778,0,778,0,778,LC024,住宅用地,峦城镇,1585,11.74365657,,,,,,,,,,,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594576.14,2522837.999,181,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,5321.450705,5320.28,0,202,2019, ,531.8699804,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,650,0,0,700,300,850,0,一般, , ,一般,优,一般, ,B3443,640,0,0,城镇住宅用地,0.49334287
779,0,779,1,779,0,779,0,779,LC025,住宅用地,峦城镇,1645,11.37302351,,,,,,,,,,,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593944.74,2522645.708,271,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,7408.276019,7406.66,0,202,2019, ,469.2438631,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,150,0,0,300,300,300,0,优, , ,优,优,优, ,B3359,640,0,0,城镇住宅用地,0.6598633
780,0,780,1,780,0,780,0,780,LC026,住宅用地,峦城镇,1665,10.45715819,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593767.3,2522582.831,253,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,4642.584156,4641.57,0,202,2019, ,387.5491278,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,300,0,0,200,500,300,0,较优, , ,优,较优,优, ,B3330,640,0,0,城镇住宅用地,0.46425842
781,0,781,1,781,0,781,0,781,LC027,住宅用地,峦城镇,1517,12.49525512,,,,,,,,,,,,,,,,,,,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36594619.46,2522826.618,181,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,5321.450705,5320.28,0,202,2019, ,531.8699804,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,650,0,0,700,300,850,0,一般, , ,一般,优,一般, ,B3443,640,0,0,城镇住宅用地,0.49334287
782,0,782,1,782,0,782,0,782,LC028,住宅用地,峦城镇,1535,30.49193242,,,,,,,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36593825.79,2522919.776,115,0701,城镇住宅用地,20,4501271070010000000,峦城社区居委会,21158.23054,21153.64,0,202,2019, ,781.3081293,450127107,18,建设用地,住宅用地,二级,640,城镇住宅用地, ,300,0,0,50,200,50,0,较优, , , 优, 优,优, ,B3488,640,0,0,城镇住宅用地,1.48694066
783,0,783,1,783,0,783,0,783,ML001,住宅用地,马岭镇,1362,20.1402055,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36637638.62,2525133.462,1031,0701,城镇住宅用地,20,4501271150010000000,马岭社区居委会,4912.571572,4910.27,0,202,2019, ,297.2103988,450127115,18,建设用地,住宅用地,三级,305, , ,100,0,0,110,880,170,0,优, , ,优,较优,优, ,B6119,305,0,0,城镇住宅用地,0.47687323
784,0,784,1,784,0,784,0,784,ML002,住宅用地,马岭镇,1669,9.866776941,,,,,,,,,,,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36637497.86,2525191.184,990,0701,城镇住宅用地,20,4501271150010000000,马岭社区居委会,5025.139638,5022.8,0,202,2019, ,395.088482,450127115,18,建设用地,住宅用地,一级,800, , ,50,0,0,70,700,260,0,优, , ,优,优,较优, ,B6127,800,0,0,城镇住宅用地,0.50251396
785,0,785,1,785,0,785,0,785,ML004,住宅用地,马岭镇,1652,25.39913228,,,,,,,,,,,,,,,,,,,,,,,,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36637410.36,2525132.824,992,0701,城镇住宅用地,20,4501271150010000000,马岭社区居委会,8986.737691,8982.54,0,202,2019, ,511.2887151,450127115,18,建设用地,住宅用地,一级,800, , ,50,0,0,50,650,180,0,优, , ,优,优,较优, ,B6115,800,0,0,城镇住宅用地,0.89867377
786,0,786,1,786,0,786,0,786,ML005,住宅用地,马岭镇,1549,16.20464904,,,,,,,,,,,,,,,,,,,,,,,,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36637566.06,2525205.478,1008,0701,城镇住宅用地,20,4501271150010000000,马岭社区居委会,3433.411239,3431.81,0,202,2019, ,247.4831517,450127115,18,建设用地,住宅用地,二级,530, , ,50,0,0,90,870,250,0,优, , ,优,较优,优, ,B6128,530,0,0,城镇住宅用地,0.20259096
