OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,样点编号,用途,乡镇名称,样点地价,最近路距,Id,面积,评价,作用分,级别,区域,名称,功能分,规划用途,开发程度,等级,Id_1,规划用途_1,面积_1,开发程度_1,折现年份,设定功能分,贴现系数,折现分数,等级_1,分类,主要区域,作用半径,OBJECTID_1,服务半径,ET_ID,容积率,用地类型,ET_Gaps,Id_12,道路名称,道路类型,长度,交通量预测,住宅道路类,商业道路类,工业道路类,住宅功能分,商业功能分,工业功能分,等级_12,作用半径_1,功能分_1,按城镇类型,按商业分,按住宅分,按工业分,商业指数,住宅指数,工业指数,道路服务水,道路长度,道路宽度,人行道宽,Id_12_13,作用分_1,作用半径_12,名称_1,级别_1,站点名称,功能分_12,作用分值,医院名称,等级_12_13,序号,医院名称_1,位置,所在区域（,占地面积（,建筑面积（,开办性质,等级_12_13_14,医院类型,医护人员数,有职称人员,科室数,病床数,年均门诊人,年均住院数,学校名称,办学类型_1,城乡类型,坐落,班级数_1,学生人数_1,教职工数,占地面积_1,教室（间_1,银行名称,窗口数,POINT_X,POINT_Y,TBBH,DLBM,DLMC,QSXZ,ZLDWDM,ZLDWMC,TBMJ,TBDLMJ,XZDWKD,CZCSXM,SJNF,BZ,SHAPE_Leng,xzdm,RuleID,分类_1,用途_1,区片,级别价,控规用途,容积率_1,距商服范围,距市场距离,距车站距离,距银行距离,距学校距离,距医疗距离,距文娱距离,商服评价,市场评价,车站评价,银行评价,学校评价,医疗评价,文娱评价,编号,级别价评估,区片价评估,测算容积率,评估用途,面积_公顷
704,5,704,1,704,0,704,0,704,HZ137,住宅用地,横州镇,3718,27.58594875,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,128592.8,现状,0,80,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630136.74,2510857.339,646,0701,城镇住宅用地,20,4501271000090000000,横州,15992.81328,15986.12,0,202,2019, ,665.253122,450127100,18,建设用地,住宅用地,J104,2243,城镇住宅用地,1.5-2.5,250,650,950,350,100,350,200,较优,一般,劣,一般,优,较优,优,B4140,2460,2243,2.5,城镇住宅用地,1.59928133
705,4,705,1,705,0,705,0,705,HZ138,住宅用地,横州镇,3967,8.702378672,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629045.3,2510553.217,475,0701,城镇住宅用地,20,4501271000090000000,横州,13369.32998,13363.84,0,202,2019, ,562.6754658,450127100,18,建设用地,住宅用地,J205,1438,城镇住宅用地,1.0-1.5,450,250,300,250,200,150,550,一般,优,较优,较优,优,优,一般,B4030,1700,1438,1.5,城镇住宅用地,1.336933
706,5,706,1,706,0,706,0,706,HZ139,住宅用地,横州镇,2979,48.79983948,0,5209509.81,,100,2,,大竹片区,72,居住用地,现状,1,0,居住用地,14352.71,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36631217.81,2510534.278,1270,0701,城镇住宅用地,20,4501271000090000000,横州,57657.04852,57632.59,0,202,2019, ,2022.789266,450127100,18,建设用地,住宅用地,J302,1366,城镇住宅用地,1.5-2.5,800,0,950,250,550,150,1000,较优,优,较优,较优,较优,优,较优,B7186,1190,1366,2.5,城镇住宅用地,5.32202039
707,4,707,1,707,0,707,0,707,HZ140,住宅用地,横州镇,3291,0,0,3890690.55,,100,3,,蒙垌片区,50,居住用地,现状,1,0,居住用地,140661.61,现状,0,60,1,30,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628729,2510354.294,422,1004,城镇村道路用地,10,4501271000090000000,横州,592.3713258,592.13,5.8,202,2019, ,214.5047502,450127100,28,不核价值类,交通运输用地, ,0,城镇住宅用地, ,750,600,550,650,250,500,700,较劣,一般,一般,劣,优,较优,较劣,B993,1700,1438,0,城镇村道路用地,0.05923713
708,2,708,1,708,0,708,0,708,HZ141,住宅用地,横州镇,3530,0,0,8927544.76,,100,2,,茉莉花北段片区,86,,,,,,,,,,,,,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629991.18,2512970.783,317,1004,城镇村道路用地,10,4501271002060000000,宋村村委会,27815.86156,27804.26,57.4,202,2019, ,1686.820166,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B1118,0,0,0,城镇村道路用地,2.78158616
709,5,709,1,709,0,709,0,709,HZ142,住宅用地,横州镇,6516,70.10448936,0,3693166.9,,100,1,,旧城片区,100,行政办公用地,现状,1,0,行政办公用地,90163.43,现状,0,70,1,40,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629363.9,2510223.683,525,0701,城镇住宅用地,20,4501271000090000000,横州,31106.62713,31093.78,0,202,2019, ,1329.762193,450127100,18,建设用地,住宅用地,J101,2695,城镇住宅用地,2.5-3.5,100,300,100,100,550,300,100,优,较优,优,优,较优,较优,优,B8372,2460,2695,3.5,城镇住宅用地,1.03935732
710,4,710,1,710,0,710,0,710,HZ143,住宅用地,横州镇,3650,4.575769901,0,5209509.81,,100,2,,大竹片区,72,商业金融用地,现状,2,0,商业金融用地,8196.24,现状,0,60,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630997.04,2510925.544,745,0701,城镇住宅用地,20,4501271000090000000,横州,44575.11117,44556.22,0,202,2019,102030,1433.155021,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,650,150,750,10,350,300,1000,较劣,优,较劣,优,较优,较优,劣,B4143,1700,1628,2.5,城镇住宅用地,4.45751112
711,5,711,1,711,0,711,0,711,HZ144,住宅用地,横州镇,4093,57.58516039,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,72364.26,现状,0,60,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629772.23,2510473.609,575,0701,城镇住宅用地,20,4501271000090000000,横州,44353.92578,44335.51,0,202,2019,102030,1387.229571,450127100,18,建设用地,住宅用地,J102,2558,城镇住宅用地,1.5-2.5,10,150,450,100,50,200,100,优,优,一般,优,优,优,优,B8358,2460,2558,2.5,城镇住宅用地,0.80419313
712,5,712,1,712,0,712,0,712,HZ145,住宅用地,横州镇,3212,79.28728588,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,35517.72,现状,0,60,1,30,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629106.19,2510891.263,502,0701,城镇住宅用地,20,4501271000090000000,横州,29835.76209,29823.48,0,202,2019, ,1476.948197,450127100,18,建设用地,住宅用地,J202,1911,城镇住宅用地,1.5-2.5,400,50,450,250,50,50,450,较优,优,一般,较优,优,优,一般,B4185,1700,1911,2.5,城镇住宅用地,2.98357621
713,5,713,1,713,0,713,0,713,HZ146,住宅用地,横州镇,3593,0.987412664,0,3693166.9,,100,1,,旧城片区,100,仓储用地,现状,4,0,仓储用地,7915.73,现状,0,100,1,100,4,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630556.28,2511554.579,214,0701,城镇住宅用地,20,4501271000090000000,横州,24300.16802,24289.93,0,202,2019,102030,621.7723496,450127100,18,建设用地,住宅用地,J204,1546,城镇住宅用地,1.5-2.5,10,150,850,50,300,450,850,优,优,劣,优,优,较优,劣,B4426,1700,1546,2.5,城镇住宅用地,2.4300168
714,5,714,1,714,0,714,0,714,HZ147,住宅用地,横州镇,3588,76.0239105,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,106558.47,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630404.6,2510374.61,674,0701,城镇住宅用地,20,4501271000090000000,横州,109539.5093,109493.43,0,202,2019, ,1754.670397,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,50,1000,50,250,100,675,较优,优,劣,优,优,优,较劣,B3964,1700,1628,2.5,城镇住宅用地,10.95395093
715,5,715,1,715,0,715,0,715,HZ148,住宅用地,横州镇,3472,16.05521267,3,24066.71,一般,70,2,横州市,大竹片区,72,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630854.09,2510012.925,720,0809,公用设施用地,20,4501271000090000000,横州,1228.017857,1227.5,0,202,2019, ,137.9528048,450127100,20,建设用地,公共管理与公共服务用地,二级,350,城镇住宅用地,1.5-2.5,900,200,1550,250,650,450,1200,一般,优,较劣,较优,较优,较优,一般,B3840,1190,1366,2.5,城镇住宅用地,0.12280179
716,5,716,1,716,0,716,0,716,HZ149,住宅用地,横州镇,3605,53.58470259,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,106558.47,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630570.09,2510165.548,674,0701,城镇住宅用地,20,4501271000090000000,横州,109539.5093,109493.43,0,202,2019, ,1754.670397,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,50,1000,50,250,100,675,较优,优,劣,优,优,优,较劣,B3964,1700,1628,2.5,城镇住宅用地,10.95395093
717,4,717,1,717,0,717,0,717,HZ150,住宅用地,横州镇,4357,11.77062035,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,12801.13,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630668.28,2511869.552,221,0701,城镇住宅用地,20,4501271000090000000,横州,13176.4089,13170.85,0,202,2019,102030,462.9800922,450127100,18,建设用地,住宅用地,J204,1546,城镇住宅用地,1.5-2.5,10,50,850,50,650,800,1150,优,优,劣,优,一般,较劣,劣,B4537,1700,1546,2.5,城镇住宅用地,1.31764089
718,5,718,1,718,0,718,0,718,HZ151,住宅用地,横州镇,3460,12.95531841,0,1968564.48,,100,1,,茉莉花西段片区,95,居住用地,现状,1,0,居住用地,35098.57,现状,0,60,1,30,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629063.34,2510601.295,483,0701,城镇住宅用地,20,4501271000090000000,横州,33549.75845,33535.97,0,202,2019,102041,1185.186457,450127100,18,建设用地,住宅用地,J202,1911, , ,400,50,300,250,10,10,600,优,优,优,优,优,优,较优,B4082,1700,1911,0,城镇住宅用地,3.35497584
719,4,719,1,719,0,719,0,719,HZ152,住宅用地,横州镇,5466,10.43238309,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629829.93,2510073.299,605,0701,城镇住宅用地,20,4501271000090000000,横州,32345.36662,32331.89,0,202,2019,102030,1445.544822,450127100,18,建设用地,住宅用地,J103,2388,商业服务业设施用地,3.5-4.5,10,200,550,50,0,0,0,优,优,较优,优, , , ,B8367,3990,4200,4.5,商业服务业设施用地,0.18885735
720,5,720,1,720,0,720,0,720,HZ153,住宅用地,横州镇,5321,23.68517092,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,112466.82,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630054.83,2510382.689,639,08H2,科教文卫用地,20,4501271000090000000,横州,16412.81156,16405.95,0,202,2019,102030,714.8643761,450127100,24,建设用地,公共管理与公共服务用地,一级,890,科教文卫用地,≤1.5,50,0,0,0,0,0,0,优, , , , , , ,B3946,890,0,1.5,科教文卫用地,1.64128116
721,4,721,1,721,0,721,0,721,HZ154,住宅用地,横州镇,3825,0,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630945.58,2511364.737,254,1004,城镇村道路用地,10,4501271000090000000,横州,4097.706369,4095.98,18.6,202,2019, ,478.7932857,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B1033,0,0,0,城镇村道路用地,0.40977064
722,3,722,1,722,0,722,0,722,HZ156,住宅用地,横州镇,3472,6.438120779,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630615.59,2511773.206,215,0701,城镇住宅用地,20,4501271000090000000,横州,2131.900741,2131,0,202,2019,102030,228.3997909,450127100,18,建设用地,住宅用地,J204,1546,商业服务业设施用地,1.5-2.5,10,50,900,100,0,0,0,优,优,较优,优, , , ,B4499,2680,3300,2.5,商业服务业设施用地,0.21319007
723,5,723,1,723,0,723,0,723,HZ157,住宅用地,横州镇,3697,58.87146014,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,99046.95,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630450.51,2510078.076,670,0701,城镇住宅用地,20,4501271000090000000,横州,82330.2738,82295.7,0,202,2019, ,1684.279932,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,150,1000,50,250,400,675,较优,优,劣,优,优,较优,较劣,B3878,1700,1628,2.5,城镇住宅用地,7.40122684
724,4,724,1,724,0,724,0,724,HZ158,住宅用地,横州镇,4446,12.24880764,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630791.3,2510745.573,700,0701,城镇住宅用地,20,4501271000090000000,横州,36003.50445,35988.31,0,202,2019, ,945.7595238,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,550,150,950,100,200,100,700,一般,优,劣,优,优,优,较劣,B4131,1700,1628,2.5,城镇住宅用地,3.60035044
725,5,725,1,725,0,725,0,725,HZ159,住宅用地,横州镇,4447,69.20303687,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,75562.87,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630096.71,2510055.521,635,0701,城镇住宅用地,20,4501271000090000000,横州,51389.88199,51368.39,0,202,2019, ,1822.213964,450127100,18,建设用地,住宅用地,J103,2388,城镇住宅用地,1.5-2.5,50,150,700,100,50,500,350,优,优,较劣,优,优,较优,较优,B3912,2460,2388,2.5,城镇住宅用地,3.81007708
726,4,726,1,726,0,726,0,726,HZ160,住宅用地,横州镇,3508,6.863734773,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,106558.47,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630574.58,2510389.355,674,0701,城镇住宅用地,20,4501271000090000000,横州,109539.5093,109493.43,0,202,2019, ,1754.670397,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,50,1000,50,250,100,675,较优,优,劣,优,优,优,较劣,B3964,1700,1628,2.5,城镇住宅用地,10.95395093
727,5,727,1,727,0,727,0,727,HZ161,住宅用地,横州镇,3552,28.24829771,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,39093.83,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630782.1,2511228.642,237,0701,城镇住宅用地,20,4501271000090000000,横州,20170.52971,20162.01,0,202,2019, ,606.1613654,450127100,18,建设用地,住宅用地,J204,1546,城镇住宅用地,1.5-2.5,250,300,750,250,100,200,850,较优,较优,较劣,较优,优,优,劣,B4370,1700,1546,2.5,城镇住宅用地,2.01705297
728,5,728,1,728,0,728,0,728,HZ162,住宅用地,横州镇,3621,18.45731558,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,128592.8,现状,0,80,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630382.74,2510685.311,658,0701,城镇住宅用地,20,4501271000090000000,横州,39906.74014,39890,0,202,2019, ,922.3353223,450127100,18,建设用地,住宅用地,J104,2243,城镇住宅用地,1.5-2.5,150,450,950,200,150,350,350,优,较优,劣,较优,优,较优,较优,B4077,2460,2243,2.5,城镇住宅用地,3.99067401
729,0,729,1,729,0,729,0,729,BH001,住宅用地,百合镇,2120,22.43190678,,,,,,,,,,,,,,,,,,,,,,,,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649863.51,2510707.604,569,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3517.831765,3515.88,0,202,2019, ,251.8111724,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,500,50,850,0,较优, , ,较优,优,一般,切割,B8968,680,0,0,城镇住宅用地,0.35178318
730,0,730,1,730,0,730,0,730,BH002,住宅用地,百合镇,2663,8.465532537,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649818.46,2511155.442,331,0701,城镇住宅用地,20,4501271012140000000,百联村委会,5848.29455,5845.05,0,202,2019, ,347.4228629,450127101,18,建设用地,住宅用地,一级,1090,城镇住宅用地, ,150,0,0,150,350,600,0,较优, , ,较优,一般,较优,切割,B8970,1090,0,0,城镇住宅用地,0.58482945
731,0,731,1,731,0,731,0,731,BH003,住宅用地,百合镇,2586,33.16188452,,,,,,,,,,,,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36650067.58,2510928.917,369,08H1,机关团体新闻出版用地,20,4501271012140000000,百联村委会,7822.202793,7817.86,0,202,2019, ,381.4254257,450127101,23,建设用地,公共管理与公共服务用地,二级,300,机关团体新闻出版用地, ,0,0,0,0,0,0,0, , , , , , , ,B4160,300,0,0,机关团体新闻出版用地,0.78222028
732,0,732,1,732,0,732,0,732,BH004,住宅用地,百合镇,1416,9.228879272,,,,,,,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649858.64,2510655.893,569,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3517.831765,3515.88,0,202,2019, ,251.8111724,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,500,50,850,0,较优, , ,较优,优,一般,切割,B8968,680,0,0,城镇住宅用地,0.35178318
733,0,733,1,733,0,733,0,733,BH005,住宅用地,百合镇,2101,7.684662384,,,,,,,,,,,,,,,,,,,,,,,,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649840.2,2510640.951,560,0701,城镇住宅用地,20,4501271012140000000,百联村委会,9921.750743,9916.26,0,202,2019, ,678.3600886,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,250,0,0,350,250,750,0,优, , ,较优,优,一般,切割,B4094,680,0,0,城镇住宅用地,0.99217507
734,0,734,2,734,0,734,0,734,BH006,住宅用地,百合镇,2695,0,,,,,,,,,,,,,,,,,,,,,,,,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649855.32,2510993.195,329,1004,城镇村道路用地,10,4501271012140000000,百联村委会,1687.284898,1686.35,6.6,202,2019, ,527.4843678,450127101,28,不核价值类,交通运输用地,二级,0, , ,0,0,0,0,0,0,0, , , , , , , ,B751,0,0,0,城镇村道路用地,0.11830849
735,0,735,1,735,0,735,0,735,BH007,住宅用地,百合镇,977,14.89914391,,,,,,,,,,,,,,,,,,,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36650079.27,2511047.628,368,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3979.615184,3977.4,0,202,2019, ,343.331418,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,400,400,900,0,较优, , ,较优,较优,一般, ,B4226,680,0,0,城镇住宅用地,0.39796152
736,0,736,1,736,0,736,0,736,BH008,住宅用地,百合镇,2644,6.650977713,,,,,,,,,,,,,,,,,,,,,,,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649858.99,2511231.279,332,0701,城镇住宅用地,20,4501271012140000000,百联村委会,912.5500622,912.04,0,202,2019, ,132.9003344,450127101,18,建设用地,住宅用地,一级,1090,商业服务业设施用地, ,175,0,0,100,150,600,0,一般, , ,优,优,较优, ,B4324,1090,0,0,城镇住宅用地,0.05826545
737,0,737,1,737,0,737,0,737,BH009,住宅用地,百合镇,1452,14.74556812,,,,,,,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649851.92,2510684.703,569,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3517.831765,3515.88,0,202,2019, ,251.8111724,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,500,50,850,0,较优, , ,较优,优,一般,切割,B8968,680,0,0,城镇住宅用地,0.35178318
738,0,738,1,738,0,738,0,738,BH011,住宅用地,百合镇,2239,12.88536806,,,,,,,,,,,,,,,,,,,,,,,,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649812.42,2510689.564,560,0701,城镇住宅用地,20,4501271012140000000,百联村委会,9921.750743,9916.26,0,202,2019, ,678.3600886,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,250,0,0,350,250,750,0,优, , ,较优,优,一般,切割,B4094,680,0,0,城镇住宅用地,0.99217507
739,0,739,1,739,0,739,0,739,BH012,住宅用地,百合镇,1988,6.968530634,,,,,,,,,,,,,,,,,,,,,,,,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36650066.66,2511086.62,368,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3979.615184,3977.4,0,202,2019, ,343.331418,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,400,400,900,0,较优, , ,较优,较优,一般, ,B4226,680,0,0,城镇住宅用地,0.39796152
740,0,740,1,740,0,740,0,740,BH013,住宅用地,百合镇,1988,7.410097419,,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36650069.66,2511080.323,368,0701,城镇住宅用地,20,4501271012140000000,百联村委会,3979.615184,3977.4,0,202,2019, ,343.331418,450127101,18,建设用地,住宅用地,二级,680,城镇住宅用地, ,400,0,0,400,400,900,0,较优, , ,较优,较优,一般, ,B4226,680,0,0,城镇住宅用地,0.39796152
741,0,741,1,741,0,741,0,741,BH014,住宅用地,百合镇,2599,11.37704409,,,,,,,,,,,,,,,,,,,,,,,,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36649620.6,2511122.927,293,0701,城镇住宅用地,20,4501271012140000000,百联村委会,4499.384514,4496.9,0,202,2019, ,268.2473594,450127101,18,建设用地,住宅用地,一级,1090,商业服务业设施用地, ,10,0,0,100,300,550,0,优, , , 优,较优,较优, ,B4250,1090,0,0,城镇住宅用地,0.44993845
